Sno,Company,calendar_year,OperatingExpenseExItems,NetIncome,PaymentsOfDividends,DPR,DPR0,DDPR,NI0,Ex0,p
2601,Hunt J B Transport Services Inc,2009,,136435000,55692000,0.408194378,#N/A,#N/A,#N/A,#N/A,0
2602,Huntington Bancshares Inc/MD,2009,2606944000,-3094179000,162288000,-0.052449454,#N/A,#N/A,#N/A,#N/A,0
2603,"Huntington Ingalls Industries, Inc.",2009,0,124000000,0,0,#N/A,#N/A,#N/A,#N/A,0
2604,Idexx Laboratories Inc /DE,2009,,122235000,,0,#N/A,#N/A,#N/A,#N/A,0
2605,IHS Markit Ltd.,2009,-735000,128015000,,0,#N/A,#N/A,#N/A,#N/A,0
2606,Illinois Tool Works Inc,2009,105568000,972697000,619681000,0.63707506,#N/A,#N/A,#N/A,#N/A,0
3084,Illumina Inc,2009,0,72281000,,0,#N/A,#N/A,#N/A,#N/A,0
3085,Incyte Corp,2009,,-211870000,,0,#N/A,#N/A,#N/A,#N/A,0
3086,Ingersoll-Rand plc,2009,0,476200000,160800000,0.337673247,#N/A,#N/A,#N/A,#N/A,0
3087,Intel Corp,2009,,4369000000,3108000000,0.711375601,#N/A,#N/A,#N/A,#N/A,0
3088,"Intercontinental Exchange, Inc.",2009,6139000,314154000,,0,#N/A,#N/A,#N/A,#N/A,0
3089,International Business Machines Corp,2009,,13425000000,2860000000,0.213035382,#N/A,#N/A,#N/A,#N/A,0
3090,International Flavors & Fragrances Inc,2009,18301000,195526000,78841000,0.403225147,#N/A,#N/A,#N/A,#N/A,0
3091,International Paper Co /NEW/,2009,1412000000,704000000,140000000,0.198863636,#N/A,#N/A,#N/A,#N/A,0
3092,"Interpublic Group Of Companies, Inc.",2009,4600000,143400000,27600000,0.192468619,#N/A,#N/A,#N/A,#N/A,0
3093,Intuit Inc,2009,0,447000000,,0,#N/A,#N/A,#N/A,#N/A,0
3094,Intuitive Surgical Inc,2009,,232600000,,0,#N/A,#N/A,#N/A,#N/A,0
3095,Invesco Ltd.,2009,,209300000,168900000,0.806975633,#N/A,#N/A,#N/A,#N/A,0
3096,Ipg Photonics Corp,2009,,5284000,,0,#N/A,#N/A,#N/A,#N/A,0
3097,Iron Mountain Inc,2009,168000,219379000,,0,#N/A,#N/A,#N/A,#N/A,0
3098,J M SMUCKER Co,2009,-108000,494138000,166224000,0.336391858,#N/A,#N/A,#N/A,#N/A,0
3099,Jacobs Engineering Group Inc /DE/,2009,,399213000,,0,#N/A,#N/A,#N/A,#N/A,0
3100,Jefferies Financial Group Inc.,2009,,548595000,0,0,#N/A,#N/A,#N/A,#N/A,0
3101,Johnson & Johnson,2009,1073000000,12266000000,5327000000,0.434289907,#N/A,#N/A,#N/A,#N/A,0
3102,Johnson Controls International plc,2009,230000000,-350000000,309000000,-0.882857143,#N/A,#N/A,#N/A,#N/A,0
3103,Jpmorgan Chase & Co,2009,,11728000000,3422000000,0.291780355,#N/A,#N/A,#N/A,#N/A,0
3104,Juniper Networks Inc,2009,201794000,115228000,,0,#N/A,#N/A,#N/A,#N/A,0
3105,Kansas City Southern,2009,,68100000,11000000,0.161527166,#N/A,#N/A,#N/A,#N/A,0
3106,Kellogg Co,2009,,1208000000,546000000,0.451986755,#N/A,#N/A,#N/A,#N/A,0
3107,Keycorp /NEW/,2009,241000000,-1311000000,213000000,-0.162471396,#N/A,#N/A,#N/A,#N/A,0
3108,Kimberly Clark Corp,2009,,1994000000,986000000,0.49448345,#N/A,#N/A,#N/A,#N/A,0
3109,Kimco Realty Corp,2009,122988000,6061000,331024000,54.61541,#N/A,#N/A,#N/A,#N/A,0
3110,"Kinder Morgan, Inc.",2009,,773100000,650000000,0.840770922,#N/A,#N/A,#N/A,#N/A,0
3111,Kla Tencor Corp,2009,0,212300000,102409000,0.482378709,#N/A,#N/A,#N/A,#N/A,0
3112,KOHLS Corp,2009,,973000000,,0,#N/A,#N/A,#N/A,#N/A,0
3113,Kraft Heinz Co,2009,,882343000,533552000,0.60469908,#N/A,#N/A,#N/A,#N/A,0
3114,Kroger Co,2009,1113000000,57000000,238000000,4.175438596,#N/A,#N/A,#N/A,#N/A,0
3115,"L Brands, Inc.",2009,3000000,448000000,193000000,0.430803571,#N/A,#N/A,#N/A,#N/A,0
3116,"L3 Technologies, Inc.",2009,,911000000,165000000,0.181119649,#N/A,#N/A,#N/A,#N/A,0
3117,Laboratory Corp Of America Holdings,2009,13500000,555600000,,0,#N/A,#N/A,#N/A,#N/A,0
3118,Lam Research Corp,2009,,346669000,,0,#N/A,#N/A,#N/A,#N/A,0
3119,Leggett & Platt Inc,2009,,115000000,157200000,1.366956522,#N/A,#N/A,#N/A,#N/A,0
3120,Lennar Corp /NEW/,2009,,-446059000,27588000,-0.061848321,#N/A,#N/A,#N/A,#N/A,0
3121,Lilly Eli & Co,2009,692700000,4328800000,2152100000,0.497158566,#N/A,#N/A,#N/A,#N/A,0
3122,Lincoln National Corp,2009,730000000,-485000000,79000000,-0.162886598,#N/A,#N/A,#N/A,#N/A,0
3123,Lkq Corp,2009,2554000,127521000,,0,#N/A,#N/A,#N/A,#N/A,0
3124,Lockheed Martin Corp,2009,,2973000000,908000000,0.305415405,#N/A,#N/A,#N/A,#N/A,0
3125,Loews Corp,2009,1036000000,1383000000,108000000,0.078091106,#N/A,#N/A,#N/A,#N/A,0
3126,Lowes Companies Inc,2009,,1783000000,391000000,0.219293326,#N/A,#N/A,#N/A,#N/A,0
3127,LyondellBasell Industries N.V.,2009,,-2871000000,0,0,#N/A,#N/A,#N/A,#N/A,0
3128,M&T Bank Corp,2009,,379891000,357652000,0.941459524,#N/A,#N/A,#N/A,#N/A,0
3129,Macerich Co,2009,,139250000,95665000,0.687001795,#N/A,#N/A,#N/A,#N/A,0
3130,"Macy's, Inc.",2009,391000000,329000000,84000000,0.255319149,#N/A,#N/A,#N/A,#N/A,0
3610,Nucor Corp,2009,,-237178000,443109000,-1.868255066,#N/A,#N/A,#N/A,#N/A,0
3611,Nvidia Corp,2009,0,-67987000,,0,#N/A,#N/A,#N/A,#N/A,0
3612,O Reilly Automotive Inc,2009,,307498000,,0,#N/A,#N/A,#N/A,#N/A,0
3613,Occidental Petroleum Corp /DE/,2009,170000000,2966000000,1063000000,0.358395145,#N/A,#N/A,#N/A,#N/A,0
3614,Omnicom Group Inc.,2009,,871400000,187100000,0.214711958,#N/A,#N/A,#N/A,#N/A,0
3615,Oneok Inc /NEW/,2009,,491204000,172774000,0.351735735,#N/A,#N/A,#N/A,#N/A,0
3616,Oracle Corp,2009,776000000,6135000000,1004000000,0.163651182,#N/A,#N/A,#N/A,#N/A,0
3617,Paccar Inc,2009,,111900000,232100000,2.074173369,#N/A,#N/A,#N/A,#N/A,0
3618,Packaging Corp Of America,2009,,265895000,76898000,0.289204385,#N/A,#N/A,#N/A,#N/A,0
3619,Parker Hannifin Corp,2009,10292000,556365000,162739000,0.292504022,#N/A,#N/A,#N/A,#N/A,0
3620,Paychex Inc,2009,,477000000,448600000,0.940461216,#N/A,#N/A,#N/A,#N/A,0
3621,PENTAIR plc,2009,,116200000,70927000,0.610387263,#N/A,#N/A,#N/A,#N/A,0
3622,"People's United Financial, Inc.",2009,2000000,101200000,203600000,2.011857708,#N/A,#N/A,#N/A,#N/A,0
3623,Pepsico Inc,2009,,5979000000,2732000000,0.456932597,#N/A,#N/A,#N/A,#N/A,0
3624,Perkinelmer Inc,2009,17987000,82081000,32701000,0.398399142,#N/A,#N/A,#N/A,#N/A,0
3625,PERRIGO Co plc,2009,9523000,223799000,22329000,0.099772564,#N/A,#N/A,#N/A,#N/A,0
3626,Pfizer Inc,2009,4330000000,8643000000,5548000000,0.641906745,#N/A,#N/A,#N/A,#N/A,0
3627,Philip Morris International Inc.,2009,29000000,6552000000,4327000000,0.660409035,#N/A,#N/A,#N/A,#N/A,0
3628,Pinnacle West Capital Corp,2009,,72764000,205076000,2.818371722,#N/A,#N/A,#N/A,#N/A,0
3629,Pioneer Natural Resources Co,2009,100186000,-42267000,9370000,-0.221685949,#N/A,#N/A,#N/A,#N/A,0
3630,"Pnc Financial Services Group, Inc.",2009,,2403000000,818000000,0.340407824,#N/A,#N/A,#N/A,#N/A,0
3631,Ppg Industries Inc,2009,199000000,426000000,353000000,0.828638498,#N/A,#N/A,#N/A,#N/A,0
3632,PPL Corp,2009,,426000000,517000000,1.213615023,#N/A,#N/A,#N/A,#N/A,0
3633,Praxair Inc,2009,306000000,1297000000,491000000,0.378565921,#N/A,#N/A,#N/A,#N/A,0
3634,Price T Rowe Group Inc,2009,,433600000,256900000,0.59248155,#N/A,#N/A,#N/A,#N/A,0
3635,Principal Financial Group Inc,2009,,645700000,192500000,0.298126065,#N/A,#N/A,#N/A,#N/A,0
3636,PROCTER & GAMBLE Co,2009,0,12846000000,5458000000,0.42487934,#N/A,#N/A,#N/A,#N/A,0
3637,Progressive Corp/OH/,2009,,1057500000,0,0,#N/A,#N/A,#N/A,#N/A,0
3638,"Prologis, Inc.",2009,331592000,23929000,297261000,12.42262527,#N/A,#N/A,#N/A,#N/A,0
3639,Prudential Financial Inc,2009,,3090000000,347000000,0.112297735,#N/A,#N/A,#N/A,#N/A,0
3640,Public Service Enterprise Group Inc,2009,,1592000000,673000000,0.422738693,#N/A,#N/A,#N/A,#N/A,0
3641,Public Storage,2009,,790456000,624665000,0.79025904,#N/A,#N/A,#N/A,#N/A,0
3642,Pultegroup Inc/MI/,2009,,-1182567000,,0,#N/A,#N/A,#N/A,#N/A,0
3643,Pvh Corp. /DE/,2009,,161910000,7811000,0.048242851,#N/A,#N/A,#N/A,#N/A,0
3644,Qualcomm Inc/DE,2009,,1592000000,1093000000,0.686557789,#N/A,#N/A,#N/A,#N/A,0
3645,Quanta Services Inc,2009,,163535000,,0,#N/A,#N/A,#N/A,#N/A,0
3646,Quest Diagnostics Inc,2009,,766222000,74748000,0.097553973,#N/A,#N/A,#N/A,#N/A,0
3647,Ralph Lauren Corp,2009,13500000,479500000,24700000,0.051511992,#N/A,#N/A,#N/A,#N/A,0
3648,Raymond James Financial Inc,2009,,140377000,54140000,0.385675716,#N/A,#N/A,#N/A,#N/A,0
3649,Raytheon Co/,2009,,1976000000,473000000,0.23937247,#N/A,#N/A,#N/A,#N/A,0
3650,Red Hat Inc,2009,8750000,87253000,,0,#N/A,#N/A,#N/A,#N/A,0
3651,Regency Centers Corp,2009,103900000,-26373000,,0,#N/A,#N/A,#N/A,#N/A,0
3652,Regeneron Pharmaceuticals Inc,2009,,-67830000,,0,#N/A,#N/A,#N/A,#N/A,0
3653,Regions Financial Corp,2009,75000000,-1031000000,299000000,-0.290009699,#N/A,#N/A,#N/A,#N/A,0
3654,"Republic Services, Inc.",2009,63200000,496500000,288300000,0.580664653,#N/A,#N/A,#N/A,#N/A,0
3655,Resmed Inc,2009,,190085000,,0,#N/A,#N/A,#N/A,#N/A,0
4137,Rockwell Automation Inc,2009,,220700000,164500000,0.745355686,#N/A,#N/A,#N/A,#N/A,0
4138,Rollins Inc,2009,2942000,83984000,27853000,0.331646504,#N/A,#N/A,#N/A,#N/A,0
4139,Roper Technologies Inc,2009,,239481000,29823000,0.1245318,#N/A,#N/A,#N/A,#N/A,0
4140,Ross Stores Inc,2009,,442757000,55202000,0.124677871,#N/A,#N/A,#N/A,#N/A,0
4141,Royal Caribbean Cruises Ltd,2009,,152485000,,0,#N/A,#N/A,#N/A,#N/A,0
4142,S&P Global Inc.,2009,,750000000,281000000,0.374666667,#N/A,#N/A,#N/A,#N/A,0
4143,Salesforce Com Inc,2009,,84692000,,0,#N/A,#N/A,#N/A,#N/A,0
4144,Sba Communications Corp,2009,8694000,-141119000,,0,#N/A,#N/A,#N/A,#N/A,0
4145,Schlumberger Limited/NV,2009,238000000,3142000000,1006000000,0.32017823,#N/A,#N/A,#N/A,#N/A,0
4146,Schwab Charles Corp,2009,,787000000,279000000,0.354510801,#N/A,#N/A,#N/A,#N/A,0
4147,Seagate Technology plc,2009,123000000,1609000000,0,0,#N/A,#N/A,#N/A,#N/A,0
4148,Sealed Air Corp/DE,2009,7000000,244300000,75700000,0.30986492,#N/A,#N/A,#N/A,#N/A,0
4149,Sempra Energy,2009,-3000000,1122000000,351000000,0.312834225,#N/A,#N/A,#N/A,#N/A,0
4150,Sherwin Williams Co,2009,36067000,435848000,162561000,0.372976359,#N/A,#N/A,#N/A,#N/A,0
4151,Simon Property Group Inc /DE/,2009,197353000,387262000,148507000,0.383479402,#N/A,#N/A,#N/A,#N/A,0
4152,"Skyworks Solutions, Inc.",2009,15982000,94983000,,0,#N/A,#N/A,#N/A,#N/A,0
4153,Sl Green Realty Corp,2009,,71665000,78321000,1.092876579,#N/A,#N/A,#N/A,#N/A,0
4154,Smith A O Corp,2009,1300000,89600000,21400000,0.238839286,#N/A,#N/A,#N/A,#N/A,0
4155,SNAP-ON Inc,2009,,143700000,69000000,0.480167015,#N/A,#N/A,#N/A,#N/A,0
4156,Southern Co,2009,202000000,1708000000,1369000000,0.801522248,#N/A,#N/A,#N/A,#N/A,0
4157,Southwest Airlines Co,2009,,99000000,13000000,0.131313131,#N/A,#N/A,#N/A,#N/A,0
4158,"Stanley Black & Decker, Inc.",2009,38800000,224300000,103600000,0.461881409,#N/A,#N/A,#N/A,#N/A,0
4159,Starbucks Corp,2009,332400000,391500000,0,0,#N/A,#N/A,#N/A,#N/A,0
4160,State Street Corp,2009,49000000,-1881000000,168000000,-0.089314195,#N/A,#N/A,#N/A,#N/A,0
4161,Stryker Corp,2009,67000000,1107000000,198000000,0.178861789,#N/A,#N/A,#N/A,#N/A,0
4162,Suntrust Banks Inc,2009,,-1552000000,329000000,-0.211984536,#N/A,#N/A,#N/A,#N/A,0
4163,Svb Financial Group,2009,4092000,10640000,12110000,1.138157895,#N/A,#N/A,#N/A,#N/A,0
4164,Symantec Corp,2009,124000000,714000000,,0,#N/A,#N/A,#N/A,#N/A,0
4165,Synopsys Inc,2009,,167681000,,0,#N/A,#N/A,#N/A,#N/A,0
4166,Sysco Corp,2009,,1179983000,579763000,0.491331655,#N/A,#N/A,#N/A,#N/A,0
4167,Take Two Interactive Software Inc,2009,,-140454000,,0,#N/A,#N/A,#N/A,#N/A,0
4168,"Tapestry, Inc.",2009,,734940000,94324000,0.12834245,#N/A,#N/A,#N/A,#N/A,0
4169,Target Corp,2009,,2488000000,496000000,0.199356913,#N/A,#N/A,#N/A,#N/A,0
4170,TE Connectivity Ltd.,2009,3922000000,-3259000000,294000000,-0.090211721,#N/A,#N/A,#N/A,#N/A,0
4171,TechnipFMC plc,2009,,363300000,,0,#N/A,#N/A,#N/A,#N/A,0
4172,Teleflex Inc,2009,10347000,314011000,54022000,0.172038559,#N/A,#N/A,#N/A,#N/A,0
4173,Texas Instruments Inc,2009,212000000,1470000000,567000000,0.385714286,#N/A,#N/A,#N/A,#N/A,0
4174,Textron Inc,2009,,-31000000,21000000,-0.677419355,#N/A,#N/A,#N/A,#N/A,0
4175,Thermo Fisher Scientific Inc.,2009,58900000,850300000,,0,#N/A,#N/A,#N/A,#N/A,0
4176,Tiffany & Co,2009,,264823000,84579000,0.319379359,#N/A,#N/A,#N/A,#N/A,0
4177,Tjx Companies Inc /DE/,2009,,1213572000,197662000,0.162876203,#N/A,#N/A,#N/A,#N/A,0
4178,Torchmark Corp,2009,,383174000,46615000,0.121654914,#N/A,#N/A,#N/A,#N/A,0
4179,Total System Services Inc,2009,,219176000,55208000,0.251888893,#N/A,#N/A,#N/A,#N/A,0
4180,Tractor Supply Co /DE/,2009,,119745000,0,0,#N/A,#N/A,#N/A,#N/A,0
4181,TransDigm Group INC,2009,,162902000,,0,#N/A,#N/A,#N/A,#N/A,0
4182,"Travelers Companies, Inc.",2009,,3622000000,693000000,0.191330756,#N/A,#N/A,#N/A,#N/A,0
4183,"TripAdvisor, Inc.",2009,,102215000,,0,#N/A,#N/A,#N/A,#N/A,0
4184,"Twenty-First Century Fox, Inc.",2009,253000000,2644000000,418000000,0.158093797,#N/A,#N/A,#N/A,#N/A,0
4678,Tyson Foods Inc,2009,560000000,-551000000,60000000,-0.108892922,#N/A,#N/A,#N/A,#N/A,0
4679,"UDR, Inc.",2009,,-91623000,155779000,-1.700217194,#N/A,#N/A,#N/A,#N/A,0
4680,"Ulta Beauty, Inc.",2009,,39356000,,0,#N/A,#N/A,#N/A,#N/A,0
4681,"Under Armour, Inc.",2009,,46785000,,0,#N/A,#N/A,#N/A,#N/A,0
4682,Union Pacific Corp,2009,,1890000000,544000000,0.287830688,#N/A,#N/A,#N/A,#N/A,0
4683,"United Continental Holdings, Inc.",2009,374000000,-651000000,,0,#N/A,#N/A,#N/A,#N/A,0
4684,United Parcel Service Inc,2009,,1968000000,1751000000,0.889735772,#N/A,#N/A,#N/A,#N/A,0
4685,United Rentals Inc /DE,2009,31000000,-62000000,,0,#N/A,#N/A,#N/A,#N/A,0
4686,United Technologies Corp /DE/,2009,,4179000000,1356000000,0.324479541,#N/A,#N/A,#N/A,#N/A,0
4687,Unitedhealth Group Inc,2009,,3822000000,36000000,0.009419152,#N/A,#N/A,#N/A,#N/A,0
4688,Universal Health Services Inc,2009,,304247000,16706000,0.054909334,#N/A,#N/A,#N/A,#N/A,0
4689,Unum Group,2009,0,852600000,104500000,0.122566268,#N/A,#N/A,#N/A,#N/A,0
4690,Us Bancorp \DE\,2009,,2237000000,1300000000,0.581135449,#N/A,#N/A,#N/A,#N/A,0
4691,V F Corp,2009,121953000,458458000,261682000,0.570787291,#N/A,#N/A,#N/A,#N/A,0
4692,Valero Energy Corp/TX,2009,,-1982000000,324000000,-0.163471241,#N/A,#N/A,#N/A,#N/A,0
4693,Varian Medical Systems Inc,2009,,319022000,,0,#N/A,#N/A,#N/A,#N/A,0
4694,Ventas Inc,2009,13015000,269360000,314399000,1.167207455,#N/A,#N/A,#N/A,#N/A,0
4695,Verisign Inc/CA,2009,15041000,249239000,,0,#N/A,#N/A,#N/A,#N/A,0
4696,"Verisk Analytics, Inc.",2009,0,126614000,181000,0.001429542,#N/A,#N/A,#N/A,#N/A,0
4697,Verizon Communications Inc,2009,,11601000000,5271000000,0.454357383,#N/A,#N/A,#N/A,#N/A,0
4698,Vertex Pharmaceuticals Inc / MA,2009,21233000,-642178000,,0,#N/A,#N/A,#N/A,#N/A,0
4699,Viacom Inc.,2009,,1588000000,,0,#N/A,#N/A,#N/A,#N/A,0
4700,Visa Inc.,2009,,2352000000,318000000,0.135204082,#N/A,#N/A,#N/A,#N/A,0
4701,Vornado Realty Trust,2009,73763000,128450000,319473000,2.487138965,#N/A,#N/A,#N/A,#N/A,0
4702,Vulcan Materials CO,2009,-27104000,30314000,171468000,5.656396385,#N/A,#N/A,#N/A,#N/A,0
4703,"Walgreens Boots Alliance, Inc.",2009,,2006000000,446000000,0.222333001,#N/A,#N/A,#N/A,#N/A,0
4704,Walmart Inc.,2009,,14883000000,4217000000,0.283343412,#N/A,#N/A,#N/A,#N/A,0
4705,Walt Disney Co/,2009,492000000,3609000000,648000000,0.179551122,#N/A,#N/A,#N/A,#N/A,0
4706,Waste Management Inc,2009,133000000,1060000000,569000000,0.536792453,#N/A,#N/A,#N/A,#N/A,0
4707,Waters Corp /DE/,2009,,323313000,,0,#N/A,#N/A,#N/A,#N/A,0
4708,"Wec Energy Group, Inc.",2009,,382400000,157800000,0.412656904,#N/A,#N/A,#N/A,#N/A,0
4709,"Wellcare Health Plans, Inc.",2009,,39871000,,0,#N/A,#N/A,#N/A,#N/A,0
4710,Wells Fargo & Company/MN,2009,,12275000000,4303000000,0.350549898,#N/A,#N/A,#N/A,#N/A,0
4711,Welltower Inc.,2009,0,192927000,333839000,1.730390251,#N/A,#N/A,#N/A,#N/A,0
4712,Western Digital Corp,2009,,1382000000,,0,#N/A,#N/A,#N/A,#N/A,0
4713,Western Union CO,2009,,848800000,41200000,0.048539114,#N/A,#N/A,#N/A,#N/A,0
4714,WestRock Co,2009,13400000,225900000,15300000,0.067729084,#N/A,#N/A,#N/A,#N/A,0
4715,Weyerhaeuser Co,2009,686000000,-568000000,127000000,-0.223591549,#N/A,#N/A,#N/A,#N/A,0
4716,Whirlpool Corp /DE/,2009,126000000,354000000,128000000,0.361581921,#N/A,#N/A,#N/A,#N/A,0
4717,Williams Companies Inc,2009,,361000000,256000000,0.709141274,#N/A,#N/A,#N/A,#N/A,0
4718,Willis Towers Watson Plc,2009,-13000000,459000000,174000000,0.379084967,#N/A,#N/A,#N/A,#N/A,0
4719,Wynn Resorts Ltd,2009,,39107000,489876000,12.52655535,#N/A,#N/A,#N/A,#N/A,0
4720,Xcel Energy Inc,2009,,680887000,414922000,0.609384523,#N/A,#N/A,#N/A,#N/A,0
4721,Xerox Corp,2009,64000000,516000000,149000000,0.28875969,#N/A,#N/A,#N/A,#N/A,0
4722,Xilinx Inc,2009,30064000,357484000,165648000,0.463371787,#N/A,#N/A,#N/A,#N/A,0
4723,Xylem Inc.,2009,31000000,263000000,,0,#N/A,#N/A,#N/A,#N/A,0
4724,Yum Brands Inc,2009,77000000,1083000000,362000000,0.334256694,#N/A,#N/A,#N/A,#N/A,0
4725,"Zimmer Biomet Holdings, Inc.",2009,73000000,717400000,,0,#N/A,#N/A,#N/A,#N/A,0
4726,"Zions Bancorporation, National Association /UT/",2009,,-1221677000,96271000,-0.078802335,#N/A,#N/A,#N/A,#N/A,0
5210,Marathon Oil Corp,2009,18000000,1463000000,679000000,0.464114833,#N/A,#N/A,#N/A,#N/A,0
5211,Marathon Petroleum Corp,2009,,449000000,207000000,0.461024499,#N/A,#N/A,#N/A,#N/A,0
5212,Marriott International Inc /MD/,2009,665000000,-353000000,63000000,-0.178470255,#N/A,#N/A,#N/A,#N/A,0
5213,"Marsh & Mclennan Companies, Inc.",2009,,241000000,431000000,1.788381743,#N/A,#N/A,#N/A,#N/A,0
5214,Martin Marietta Materials Inc,2009,,88164000,71178000,0.807336328,#N/A,#N/A,#N/A,#N/A,0
5215,Masco Corp /DE/,2009,262000000,-145000000,166000000,-1.144827586,#N/A,#N/A,#N/A,#N/A,0
5216,Mastercard Inc,2009,0,1463000000,79000000,0.053998633,#N/A,#N/A,#N/A,#N/A,0
5217,Mattel Inc /DE/,2009,,528704000,271353000,0.513241814,#N/A,#N/A,#N/A,#N/A,0
5218,Maxim Integrated Products Inc,2009,7592000,125139000,243755000,1.947873964,#N/A,#N/A,#N/A,#N/A,0
5219,Mccormick & Co Inc,2009,13700000,299800000,125400000,0.418278853,#N/A,#N/A,#N/A,#N/A,0
5220,Mcdonalds Corp,2009,-61100000,4551000000,2235500000,0.491210723,#N/A,#N/A,#N/A,#N/A,0
5221,Mckesson Corp,2009,-20000000,1263000000,131000000,0.103721298,#N/A,#N/A,#N/A,#N/A,0
5222,Medtronic plc,2009,424000000,3099000000,907000000,0.292675056,#N/A,#N/A,#N/A,#N/A,0
5223,"Merck & Co., Inc.",2009,1634000000,13022000000,3479000000,0.267163262,#N/A,#N/A,#N/A,#N/A,0
5224,Metlife Inc,2009,,-2447000000,732000000,-0.299141806,#N/A,#N/A,#N/A,#N/A,0
5225,Mettler Toledo International Inc/,2009,31368000,172593000,,0,#N/A,#N/A,#N/A,#N/A,0
5226,MGM Resorts International,2009,,-1291682000,,0,#N/A,#N/A,#N/A,#N/A,0
5227,Microchip Technology Inc,2009,1238000,217005000,249556000,1.150001152,#N/A,#N/A,#N/A,#N/A,0
5228,Micron Technology Inc,2009,,-1993000000,,0,#N/A,#N/A,#N/A,#N/A,0
5229,Microsoft Corp,2009,0,18760000000,4578000000,0.244029851,#N/A,#N/A,#N/A,#N/A,0
5230,Mid America Apartment Communities Inc.,2009,950000,39221000,82370000,2.10015043,#N/A,#N/A,#N/A,#N/A,0
5231,Mohawk Industries Inc,2009,,-1019000,,0,#N/A,#N/A,#N/A,#N/A,0
5232,Molson Coors Brewing Co,2009,32700000,723200000,170400000,0.235619469,#N/A,#N/A,#N/A,#N/A,0
5233,"Mondelez International, Inc.",2009,-58000000,3028000000,1712000000,0.565389696,#N/A,#N/A,#N/A,#N/A,0
5234,Monster Beverage Corp,2009,,208716000,,0,#N/A,#N/A,#N/A,#N/A,0
5235,Moodys Corp /DE/,2009,17500000,407100000,94500000,0.232129698,#N/A,#N/A,#N/A,#N/A,0
5236,Morgan Stanley,2009,,1406000000,1732000000,1.231863442,#N/A,#N/A,#N/A,#N/A,0
5237,Mosaic Co,2009,,831500000,668000000,0.803367408,#N/A,#N/A,#N/A,#N/A,0
5238,"Motorola Solutions, Inc.",2009,,-28000000,114000000,-4.071428571,#N/A,#N/A,#N/A,#N/A,0
5239,Mylan N.V.,2009,225717000,247748000,139035000,0.561195247,#N/A,#N/A,#N/A,#N/A,0
5240,"Nasdaq, Inc.",2009,17000000,263000000,,0,#N/A,#N/A,#N/A,#N/A,0
5241,National Oilwell Varco Inc,2009,147000000,1473000000,460000000,0.312287848,#N/A,#N/A,#N/A,#N/A,0
5242,Nektar Therapeutics,2009,0,-102519000,,0,#N/A,#N/A,#N/A,#N/A,0
5243,"NetApp, Inc.",2009,2500000,400400000,,0,#N/A,#N/A,#N/A,#N/A,0
5244,Netflix Inc,2009,,115860000,,0,#N/A,#N/A,#N/A,#N/A,0
5245,Newell Brands Inc,2009,100000000,285500000,71400000,0.250087566,#N/A,#N/A,#N/A,#N/A,0
5246,Newmont Mining Corp /DE/,2009,7000000,2093000000,196000000,0.093645485,#N/A,#N/A,#N/A,#N/A,0
5247,Nielsen Holdings plc,2009,589000000,-489000000,,0,#N/A,#N/A,#N/A,#N/A,0
5248,Nike Inc,2009,,1907000000,505000000,0.264813844,#N/A,#N/A,#N/A,#N/A,0
5249,Nisource Inc/DE,2009,19700000,217000000,253300000,1.167281106,#N/A,#N/A,#N/A,#N/A,0
5250,Noble Energy Inc,2009,582000000,-131000000,126000000,-0.961832061,#N/A,#N/A,#N/A,#N/A,0
5251,Nordstrom Inc,2009,,441000000,139000000,0.315192744,#N/A,#N/A,#N/A,#N/A,0
5252,Norfolk Southern Corp,2009,,1034000000,500000000,0.483558994,#N/A,#N/A,#N/A,#N/A,0
5253,Northern Trust Corp,2009,,864200000,306900000,0.355126128,#N/A,#N/A,#N/A,#N/A,0
5254,Northrop Grumman Corp /DE/,2009,,1686000000,539000000,0.319691578,#N/A,#N/A,#N/A,#N/A,0
5255,"Nrg Energy, Inc.",2009,0,941000000,33000000,0.035069075,#N/A,#N/A,#N/A,#N/A,0
495,3M Co,2008,23000000,3520000000,1398000000,0.397159091,#N/A,#N/A,#N/A,#N/A,0
496,Abbott Laboratories,2008,,4880719000,2174252000,0.445477808,#N/A,#N/A,#N/A,#N/A,0
497,Accenture plc,2008,22872000,2197188000,333685000,0.151869116,#N/A,#N/A,#N/A,#N/A,0
498,"Activision Blizzard, Inc.",2008,93000000,-107000000,0,0,#N/A,#N/A,#N/A,#N/A,0
499,Adobe Inc.,2008,32053000,871814000,,0,#N/A,#N/A,#N/A,#N/A,0
500,Advance Auto Parts Inc,2008,,238038000,23181000,0.097383611,#N/A,#N/A,#N/A,#N/A,0
501,Advanced Micro Devices Inc,2008,1372000000,-3096000000,,0,#N/A,#N/A,#N/A,#N/A,0
502,Aes Corp,2008,206000000,2032000000,,0,#N/A,#N/A,#N/A,#N/A,0
503,"Affiliated Managers Group, Inc.",2008,,131899000,,0,#N/A,#N/A,#N/A,#N/A,0
504,Aflac Inc,2008,,1254000000,434000000,0.346092504,#N/A,#N/A,#N/A,#N/A,0
505,Agilent Technologies Inc,2008,,693000000,,0,#N/A,#N/A,#N/A,#N/A,0
506,Air Products & Chemicals Inc /DE/,2008,30300000,938100000,349300000,0.372348364,#N/A,#N/A,#N/A,#N/A,0
507,Akamai Technologies Inc,2008,2509000,145138000,,0,#N/A,#N/A,#N/A,#N/A,0
